#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
281.240283;+60.789895;DR9;182.4677;-00.3192;16.591; 0.600; -46.9;5052;-1.32; 2.29;15.94; 0.65; 15.41; 16.68; 0.54;Sloan;SDSS J120952.24-001909.0
281.375528;+60.812061;DR9;182.5373;-00.3199;16.204; 0.704; 234.2;4764;-1.32; 1.78;16.59;-0.38; 20.76; 21.52; 1.00;Sloan;SDSS J121008.96-001911.6
280.765315;+60.788152;DR9;182.2485;-00.2438;15.104; 0.904;  22.6;4587;-1.63; 1.32;17.10;-1.99; 26.26; 26.74; 1.00;Sloan;2MASS J12085965-0014375
281.772711;+60.073382;DR9;182.4832;-01.0822;17.087; 0.587;  62.0;5026;-1.44; 2.22;16.31; 0.77; 18.30; 19.21; 0.57;Sloan;SDSS J120955.95-010455.8
280.016626;+61.316425;DR9;182.0881;+00.3764;16.339; 0.619;  59.5;5020;-1.50; 2.18;16.06; 0.28; 16.31; 17.55; 0.92;Sloan;SDSS J120821.14+002235.1
280.497444;+62.032157;DR9;182.5480;+00.9704;16.851; 0.725; 113.3;4829;-1.26; 1.96;17.33;-0.48; 29.25; 29.65; 1.00;Sloan;SDSS J121011.52+005813.0
281.636961;+61.896838;DR9;183.0085;+00.6652;16.879; 0.818;  -5.8;4691;-1.33; 1.66;18.09;-1.21; 41.49; 41.50; 1.00;Sloan;SDSS J121202.05+003954.6
281.271124;+61.416625;DR9;182.6878;+00.2678;16.618; 0.730; -44.3;4752;-1.71; 1.24;17.74;-1.12; 35.37; 35.52; 1.00;Sloan;SDSS J121045.06+001604.0
281.975751;+62.345472;DR9;183.3025;+01.0393;17.628; 0.559;  47.5;5118;-2.34; 1.92;17.50; 0.13; 31.55; 31.80; 0.90;Sloan;SDSS J121312.60+010221.5
282.157293;+62.406824;DR9;183.4018;+01.0708;16.882; 0.634;  82.8;4968;-1.52; 1.85;16.78; 0.10; 22.71; 23.33; 0.97;Sloan;SDSS J121336.44+010414.7
282.159008;+62.231825;DR9;183.3473;+00.9045;15.124; 0.584; 306.4;5033;-1.61; 2.14;14.52; 0.61;  8.01; 10.75; 0.79;Sloan;SDSS J121323.35+005415.9
282.577702;+61.933348;DR9;183.4402;+00.5597;17.111; 0.646; 303.4;4939;-1.27; 2.12;16.87; 0.24; 23.63; 24.16; 0.83;Sloan;SDSS J121345.65+003334.8
282.920244;+61.372282;DR9;183.4227;-00.0242;15.901; 0.727;  16.4;4799;-1.40; 1.89;16.58;-0.68; 20.70; 21.38; 1.00;Sloan;2MASS J12134146-0001269
283.223020;+61.877119;DR9;183.7125;+00.4135;16.161; 0.665; 196.7;4934;-1.23; 2.08;16.05; 0.11; 16.20; 17.27; 0.94;Sloan;SDSS J121450.99+002448.7
282.818084;+62.523277;DR9;183.7284;+01.0865;16.964; 0.684; 193.6;4895;-1.22; 2.12;17.07;-0.10; 25.91; 26.32; 0.99;Sloan;SDSS J121454.82+010511.3
283.919345;+62.089169;DR9;184.0876;+00.5196;17.544; 0.706;  83.1;4901;-0.96; 2.30;17.50; 0.04; 31.64; 31.75; 0.85;Sloan;SDSS J121621.01+003110.5
283.767875;+62.458551;DR9;184.1277;+00.8935;17.752; 0.630;  25.1;5014;-2.31; 1.67;18.44;-0.69; 48.78; 48.55; 1.00;Sloan;SDSS J121630.63+005336.3
283.299402;+62.605854;DR9;183.9648;+01.0981;16.730; 0.632; 220.9;5021;-1.23; 2.41;16.34; 0.39; 18.53; 19.39; 0.74;Sloan;SDSS J121551.56+010553.2
283.342377;+62.628389;DR9;183.9904;+01.1137;15.742; 0.956; 155.7;4371;-2.48; 0.96;18.45;-2.71; 48.93; 48.74; 1.00;Sloan;SDSS J121557.70+010649.1
284.691126;+62.150287;DR9;184.4510;+00.4756;15.724; 1.015; 199.8;4672;-0.23; 2.18;16.07;-0.34; 16.36; 17.34; 1.00;Sloan;SDSS J121748.24+002832.1
320.493422;+60.833323;DR9;201.3164;-00.8798;17.003; 0.924;  54.6;4486;-0.87; 1.51;18.12;-1.11; 42.00; 39.69; 1.00;Sloan;SDSS J132515.93-005247.2
319.164607;+60.553563;DR9;200.7604;-01.3183;17.096; 0.575; 297.7;5171;-1.52; 2.63;16.33; 0.77; 18.46; 17.17; 0.58;Sloan;SDSS J132302.49-011905.6
319.202854;+60.656636;DR9;200.7529;-01.2138;15.207; 0.791; 161.9;4648;-1.54; 1.22;16.52;-1.32; 20.18; 18.75; 1.00;Sloan;SDSS J132300.70-011249.8
320.457628;+61.243304;DR9;201.1897;-00.4895;16.941; 0.983;  64.9;4463;-1.00; 1.66;18.51;-1.57; 50.34; 47.95; 1.00;Sloan;SDSS J132445.52-002922.0
318.024896;+60.722527;DR9;200.1772;-01.2886;15.535; 0.607; 245.8;5059;-1.87; 1.48;15.59;-0.05; 13.11; 12.64; 0.98;Sloan;2MASS J13204252-0117190
319.032970;+61.108376;DR9;200.5607;-00.7967;16.581; 1.031;  50.5;4443;-1.20; 1.30;18.61;-2.02; 52.62; 50.26; 1.00;Sloan;SDSS J132214.56-004747.9
318.234434;+61.439579;DR9;200.1084;-00.5677;17.395; 0.657;  23.9;4866;-1.48; 1.77;17.43;-0.03; 30.60; 28.74; 0.98;Sloan;SDSS J132026.00-003403.6
318.146494;+61.761635;DR9;199.9923;-00.2644;16.354; 0.828; 202.6;4605;-1.42; 1.20;17.77;-1.41; 35.79; 33.81; 1.00;Sloan;2MASS J13195813-0015521
317.501596;+61.912865;DR9;199.6614;-00.1868;17.538; 0.535; 305.3;4966;-1.99; 2.05;16.74; 0.80; 22.31; 20.92; 0.57;Sloan;2MASS J13183873-0011124
317.888573;+61.451612;DR9;199.9448;-00.5944;15.596; 0.640;   8.2;4946;-1.28; 2.15;15.28; 0.32; 11.38; 11.35; 0.82;Sloan;SDSS J131946.75-003539.7
317.912750;+60.691357;DR9;200.1310;-01.3316;15.178; 0.648; 211.2;5023;-1.10; 2.23;14.77; 0.40;  9.01;  9.63; 0.61;Sloan;2MASS J13203142-0119535
316.957250;+60.846181;DR9;199.6415;-01.2847;16.800; 0.644; 106.0;4926;-1.27; 2.06;16.50; 0.30; 19.98; 18.69; 0.86;Sloan;SDSS J131833.97-011704.8
316.723083;+61.417911;DR9;199.4087;-00.7504;15.839; 0.603; 276.1;5005;-1.92; 1.99;15.84; 0.00; 14.74; 14.11; 0.97;Sloan;SDSS J131738.08-004501.4
316.935028;+60.812423;DR9;199.6382;-01.3200;15.267; 0.714; -24.9;4779;-1.41; 1.86;15.86;-0.59; 14.83; 14.12; 1.00;Sloan;SDSS J131833.15-011912.1
316.689785;+61.135589;DR9;199.4529;-01.0297;16.761; 0.601; -46.8;5027;-1.98; 2.03;16.88;-0.12; 23.77; 22.25; 0.99;Sloan;SDSS J131748.68-010147.0
317.939150;+62.920902;DR9;199.6297;+00.8409;17.041; 0.623; 196.4;5034;-1.45; 2.25;16.70; 0.34; 21.92; 20.64; 0.89;Sloan;SDSS J131831.12+005027.1
317.958537;+63.001440;DR9;199.6197;+00.9213;17.353; 0.894;  61.8;4479;-0.97; 1.34;18.48;-1.13; 49.73; 47.63; 1.00;Sloan;SDSS J131828.72+005516.5
316.619055;+62.781410;DR9;199.0729;+00.5720;17.101; 0.702;   0.3;4892;-1.47; 1.75;17.66;-0.56; 34.08; 32.31; 1.00;Sloan;SDSS J131617.49+003419.0
318.044174;+62.827907;DR9;199.6978;+00.7615;16.695; 0.968;  56.6;4484;-1.25; 1.01;18.55;-1.85; 51.28; 49.15; 1.00;Sloan;SDSS J131847.45+004541.3
318.220618;+62.832840;DR9;199.7750;+00.7851;17.479; 0.844;  22.1;4822;-0.64; 2.17;17.60;-0.12; 33.04; 31.23; 0.97;Sloan;SDSS J131905.98+004706.2
317.792871;+62.670258;DR9;199.6221;+00.5816;17.761; 0.636; 219.3;5029;-1.49; 2.10;17.66; 0.10; 34.03; 32.20; 0.96;Sloan;SDSS J131829.28+003453.9
318.704689;+62.973237;DR9;199.9557;+00.9740;16.909; 0.567; 123.6;5147;-1.70; 2.41;16.20; 0.70; 17.41; 16.50; 0.73;Sloan;SDSS J131949.35+005826.3
317.890108;+62.420659;DR9;199.7229;+00.3489;17.086; 0.664;  -0.8;4954;-1.66; 1.65;17.52;-0.43; 31.84; 30.05; 1.00;Sloan;SDSS J131853.49+002056.1
318.220469;+62.615691;DR9;199.8259;+00.5740;15.410; 0.687;   4.7;4877;-1.20; 2.01;15.46;-0.05; 12.35; 12.20; 0.97;Sloan;SDSS J131918.22+003426.5
318.143253;+62.530346;DR9;199.8113;+00.4827;16.070; 0.830;  35.9;4674;-1.59; 1.00;17.68;-1.61; 34.35; 32.48; 1.00;Sloan;SDSS J131914.69+002857.9
319.841551;+62.737316;DR9;200.5170;+00.8755;16.697; 0.947;  42.5;4502;-1.19; 1.37;18.39;-1.69; 47.58; 45.41; 1.00;Sloan;SDSS J132204.08+005231.6
319.546460;+63.018370;DR9;200.3148;+01.1126;16.631; 1.058;  23.2;4474;-0.54; 1.74;17.57;-0.93; 32.58; 30.75; 1.00;Sloan;SDSS J132115.55+010645.2
319.069775;+62.074613;DR9;200.3389;+00.1439;16.602; 0.986;  58.9;4414;-0.93; 0.74;18.05;-1.45; 40.80; 38.70; 1.00;Sloan;2MASS J13212132+0008379
319.122893;+62.523492;DR9;200.2516;+00.5849;16.301; 0.636;-100.7;4993;-2.02; 2.02;16.85;-0.55; 23.43; 21.96; 1.00;Sloan;SDSS J132100.37+003505.5
319.532335;+62.005404;DR9;200.5662;+00.1313;17.719; 0.623;  55.7;4986;-1.42; 1.47;17.35; 0.37; 29.45; 27.62; 0.86;Sloan;2MASS J13221587+0007524
319.992024;+62.184205;DR9;200.7280;+00.3595;16.693; 0.540;-126.3;5253;-2.42; 2.53;16.32; 0.37; 18.38; 17.22; 0.69;Sloan;SDSS J132254.69+002134.1
320.346202;+63.009331;DR9;200.6676;+01.1984;16.945; 0.669;  26.5;4868;-1.44; 1.97;17.13;-0.18; 26.62; 24.98; 1.00;Sloan;SDSS J132240.21+011154.0
321.088316;+62.300956;DR9;201.1883;+00.6094;16.955; 0.824;  13.9;4666;-1.48; 1.57;18.41;-1.45; 48.05; 45.77; 1.00;Sloan;SDSS J132445.17+003634.0
321.080092;+62.257409;DR9;201.1967;+00.5665;15.573; 0.873;  11.1;4499;-1.45; 1.37;17.25;-1.68; 28.18; 26.36; 1.00;Sloan;SDSS J132447.20+003359.2
320.805316;+61.777560;DR9;201.2048;+00.0697;15.601; 0.586; 116.6;5134;-1.70; 2.22;15.15; 0.45; 10.70; 10.76; 0.86;Sloan;2MASS J13244916+0004109
320.800788;+62.856355;DR9;200.9081;+01.1069;15.558; 0.744; -54.7;4774;-1.40; 1.78;16.40;-0.84; 19.03; 17.85; 1.00;Sloan;SDSS J132337.95+010624.8
320.551632;+63.167917;DR9;200.7147;+01.3761;16.968; 0.640; 245.5;5086;-1.31; 2.12;16.68; 0.29; 21.69; 20.33; 0.84;Sloan;SDSS J132251.50+012233.9
321.010442;+61.777099;DR9;201.2982;+00.0959;16.225; 0.561;  86.9;5162;-1.97; 2.28;15.79; 0.43; 14.39; 13.65; 0.86;Sloan;SDSS J132511.55+000545.1
321.802920;+62.179540;DR9;201.5419;+00.5870;16.649; 0.858;  39.7;4519;-1.54; 1.61;18.34;-1.69; 46.54; 44.24; 1.00;Sloan;SDSS J132610.05+003513.1
321.771104;+61.573337;DR9;201.7019;+00.0021;16.011; 1.169;  50.1;4469;-1.52; 0.91;18.73;-2.72; 55.79; 53.32; 1.00;Sloan;2MASS J13264845+0000074
011.504588;+46.484225;DR9;232.9989;+06.1310;15.155; 0.658;-210.6;4917;-2.39; 1.70;16.18;-1.03; 17.23; 13.22; 1.00;Sloan;SDSS J153159.71+060751.6
011.592406;+46.684256;DR9;232.8647;+06.2918;16.051; 0.574;-124.3;5070;-1.59; 2.11;15.33; 0.73; 11.62;  8.60; 0.65;Sloan;SDSS J153127.51+061730.6
010.571812;+46.819769;DR9;232.3600;+05.7864;15.991; 0.574; 194.7;5113;-1.77; 2.14;15.52; 0.47; 12.70;  9.41; 0.90;Sloan;SDSS J152926.38+054711.2
011.581563;+46.972106;DR9;232.6190;+06.4444;15.880; 0.648; 199.6;4922;-1.41; 2.03;15.84; 0.04; 14.74; 11.12; 0.98;Sloan;SDSS J153028.55+062639.8
011.456049;+46.744052;DR9;232.7626;+06.2469;16.362; 0.605;-184.0;4911;-2.94; 1.36;16.83;-0.47; 23.22; 18.80; 0.99;Sloan;SDSS J153103.00+061448.7
010.175805;+46.887331;DR9;232.1505;+05.6008;16.291; 0.532; 126.6;5203;-2.31; 2.09;15.77; 0.52; 14.28; 10.69; 0.65;Sloan;SDSS J152836.08+053602.5
010.057014;+47.154887;DR9;231.8828;+05.6855;15.234; 0.651; -80.7;4932;-1.98; 1.68;15.94;-0.71; 15.42; 11.69; 1.00;Sloan;SDSS J152731.86+054107.6
011.346333;+47.307117;DR9;232.2490;+06.4961;15.390; 0.603; 103.8;5027;-2.15; 1.88;15.73;-0.34; 14.00; 10.54; 1.00;Sloan;SDSS J152859.73+062946.0
009.884423;+47.292250;DR9;231.7023;+05.6669;16.936; 0.676; 171.7;4836;-2.57; 1.30;18.14;-1.20; 42.48; 37.60; 1.00;Sloan;SDSS J152648.52+054000.8
010.926374;+47.267633;DR9;232.1228;+06.2373;15.973; 0.648;  27.9;4938;-1.42; 2.06;15.93; 0.05; 15.31; 11.63; 0.98;Sloan;SDSS J152829.45+061414.1
011.354594;+47.686171;DR9;231.9342;+06.7104;16.685; 0.664;  97.5;4899;-1.31; 2.01;16.67; 0.01; 21.60; 17.39; 0.97;Sloan;SDSS J152744.19+064237.4
011.200579;+47.925895;DR9;231.6755;+06.7569;16.011; 0.539;  14.9;5148;-2.15; 2.11;15.48; 0.53; 12.47;  9.40; 0.71;Sloan;SDSS J152642.11+064524.5
010.666295;+48.227233;DR9;231.2234;+06.6280;17.291; 0.655;  -9.4;4932;-2.22; 1.53;18.25;-0.96; 44.70; 39.92; 1.00;Sloan;SDSS J152453.59+063740.7
009.334198;+47.892548;DR9;230.9941;+05.7046;17.619; 0.644;  14.5;4815;-1.73; 1.12;17.91;-0.29; 38.17; 33.42; 1.00;Sloan;SDSS J152358.57+054216.4
009.522370;+48.547996;DR9;230.5254;+06.1821;17.205; 0.606; -85.2;5040;-2.06; 2.16;17.46;-0.26; 31.07; 26.54; 1.00;Sloan;SDSS J152206.08+061055.3
012.351078;+49.210014;DR9;231.0116;+08.0967;16.155; 0.647; 223.3;4951;-1.38; 2.05;16.06; 0.10; 16.27; 12.75; 0.96;Sloan;SDSS J152402.75+080548.1
011.355617;+48.943287;DR9;230.8782;+07.4047;15.291; 0.558;  11.7;5208;-1.95; 1.98;14.83; 0.46;  9.23;  7.36; 0.84;Sloan;SDSS J152330.75+072416.8
010.944737;+48.628798;DR9;230.9913;+07.0052;15.780; 0.816;-116.5;4660;-0.93; 1.87;16.41;-0.63; 19.14; 15.22; 1.00;Sloan;SDSS J152357.91+070018.6
013.277607;+48.487177;DR9;231.9582;+08.2240;15.360; 1.031; -48.8;4340;-0.45; 1.87;16.08;-0.72; 16.46; 12.85; 1.00;Sloan;SDSS J152749.94+081326.1
011.930196;+47.976533;DR9;231.9038;+07.1928;15.212; 0.641;  74.9;4921;-2.63; 1.71;16.10;-0.89; 16.60; 12.87; 1.00;Sloan;SDSS J152736.89+071134.0
011.848268;+47.561335;DR9;232.2236;+06.9195;16.837; 0.592; -20.9;5060;-3.16; 1.82;17.16;-0.33; 27.08; 22.61; 0.99;Sloan;SDSS J152853.64+065510.2
013.177305;+48.145968;DR9;232.2140;+07.9858;16.416; 0.686;-142.3;4843;-1.17; 1.96;16.42;-0.01; 19.25; 15.31; 0.97;Sloan;SDSS J152851.34+075908.6
012.913359;+47.503944;DR9;232.6655;+07.4924;16.098; 0.660;-120.6;4888;-2.24; 1.67;17.11;-1.01; 26.45; 22.02; 1.00;Sloan;SDSS J153039.69+072932.6
012.998196;+47.647615;DR9;232.5742;+07.6178;17.644; 0.588;-232.1;5110;-2.14; 1.40;17.76;-0.11; 35.59; 30.93; 0.99;Sloan;SDSS J153017.79+073703.9
012.187840;+46.877099;DR9;232.9276;+06.7385;17.476; 0.645; -16.5;4882;-1.97; 1.64;18.11;-0.63; 41.83; 36.96; 1.00;Sloan;SDSS J153142.62+064418.4
005.448198;+71.103887;DR9;210.3782;+17.3612;15.206; 0.537;  26.4;5464;-2.36; 3.19;14.69; 0.52;  8.66;  9.71; 0.61;Sloan;SDSS J140130.76+172140.3
002.786968;+71.522256;DR9;209.5053;+16.9073;16.550; 0.543; 152.6;5140;-1.90; 2.22;15.77; 0.78; 14.23; 13.94; 0.63;Sloan;SDSS J135801.25+165426.3
002.904177;+71.390181;DR9;209.6395;+16.8589;16.036; 0.580; 125.9;5129;-2.90; 2.42;16.23;-0.19; 17.62; 16.87; 0.99;Sloan;SDSS J135833.46+165131.9
003.457222;+71.570873;DR9;209.5951;+17.1073;16.142; 0.551;-194.8;5129;-2.32; 2.26;15.90; 0.24; 15.14; 14.72; 0.81;Sloan;SDSS J135822.80+170626.2
008.197171;+73.484176;DR9;208.7413;+19.3482;17.127; 0.566;-238.4;5098;-1.63; 2.30;16.35; 0.77; 18.66; 18.12; 0.63;Sloan;SDSS J135457.90+192053.3
007.845599;+73.375264;DR9;208.7849;+19.2060;17.446; 0.535;-230.1;5166;-2.39; 1.98;17.00; 0.44; 25.14; 24.13; 0.64;Sloan;SDSS J135508.35+191221.3
005.909536;+72.987271;DR9;208.8147;+18.5252;17.295; 1.078;  37.0;4409;-1.29; 1.50;19.55;-2.26; 81.29; 79.33; 1.00;Sloan;SDSS J135515.51+183130.6
009.323040;+73.000742;DR9;209.3575;+19.3814;16.963; 0.705;  47.4;4912;-0.80; 2.35;16.65; 0.31; 21.37; 20.54; 0.48;Sloan;SDSS J135725.80+192252.7
007.668996;+72.911496;DR9;209.1747;+18.9197;16.538; 0.619;-165.9;4983;-1.48; 2.03;16.23; 0.30; 17.65; 17.13; 0.89;Sloan;SDSS J135641.93+185510.7
008.580773;+72.452960;DR9;209.7379;+18.9129;16.803; 0.591;  21.7;5161;-2.24; 2.16;17.00;-0.20; 25.12; 23.98; 0.98;Sloan;SDSS J135857.08+185446.1
007.764896;+71.772672;DR9;210.2121;+18.3440;16.839; 0.597;  50.6;5234;-1.91; 2.50;16.83; 0.01; 23.24; 22.11; 0.98;Sloan;SDSS J140050.88+182038.1
008.996647;+71.766044;DR9;210.4297;+18.6695;17.470; 0.678;-193.2;5092;-1.47; 2.31;17.80;-0.33; 36.37; 34.74; 1.00;Sloan;SDSS J140143.12+184010.0
008.880158;+71.234852;DR9;210.8900;+18.3645;16.862; 0.717;-115.6;4809;-2.98; 1.92;18.40;-1.54; 47.81; 45.90; 1.00;Sloan;SDSS J140333.58+182152.3
011.041745;+71.894413;DR9;210.6482;+19.2863;17.061; 0.657;  62.0;5066;-1.35; 2.27;17.04; 0.02; 25.55; 24.33; 0.96;Sloan;SDSS J140235.56+191710.5
009.956857;+71.597609;DR9;210.7445;+18.8444;15.872; 0.624; -99.6;5059;-1.22; 2.33;15.34; 0.53; 11.69; 11.94; 0.60;Sloan;SDSS J140258.66+185039.6
010.711274;+71.709067;DR9;210.7664;+19.1059;16.971; 1.038;  43.8;4472;-1.38; 0.93;19.19;-2.22; 68.81; 66.78; 1.00;Sloan;SDSS J140303.92+190620.9
059.984216;+68.404336;DR9;216.4339;+34.9564;16.440; 0.842;  12.4;4609;-1.39; 1.44;17.88;-1.43; 37.58; 36.96; 1.00;Sloan;SDSS J142544.13+345722.7
059.735121;+68.315390;DR9;216.5671;+34.8899;17.245; 0.686; -82.7;5128;-1.13; 2.53;17.30;-0.06; 28.88; 28.49; 0.90;Sloan;SDSS J142616.08+345323.5
061.066960;+67.977263;DR9;216.8099;+35.4562;15.370; 0.597; -14.6;5014;-2.13; 2.15;15.61;-0.24; 13.22; 14.16; 1.00;Sloan;SDSS J142714.38+352721.9
060.894551;+68.368858;DR9;216.3684;+35.2893;17.568; 0.589;-276.7;5269;-1.41; 3.08;16.84; 0.73; 23.36; 23.30; 0.55;Sloan;SDSS J142528.41+351721.1
059.129285;+69.238144;DR9;215.5471;+34.4474;15.583; 0.751; -72.3;4775;-2.02; 1.51;17.20;-1.61; 27.50; 27.21; 1.00;Sloan;SDSS J142211.29+342650.5
060.911709;+69.068738;DR9;215.5425;+35.1039;16.515; 0.665;-246.6;4930;-1.30; 2.18;16.50; 0.02; 19.93; 20.14; 0.95;Sloan;SDSS J142210.18+350613.6
061.462311;+69.568966;DR9;214.8885;+35.1477;15.217; 0.593;-214.7;5057;-1.96; 2.14;15.24;-0.03; 11.19; 12.62; 0.99;Sloan;SDSS J141933.21+350851.6
061.672453;+69.837529;DR9;214.5484;+35.1379;15.596; 0.619;-236.4;5014;-1.55; 2.01;15.39; 0.20; 11.98; 13.27; 0.96;Sloan;SDSS J141811.61+350816.2
063.342986;+70.018318;DR9;214.1170;+35.6254;16.233; 0.566;-251.9;5168;-1.58; 2.40;15.41; 0.83; 12.07; 13.42; 0.55;Sloan;SDSS J141628.05+353731.1
066.408811;+69.099523;DR9;214.7198;+36.9497;16.477; 0.542; -75.3;5189;-1.78; 2.01;15.54; 0.94; 12.83; 14.11; 0.49;Sloan;SDSS J141852.72+365658.7
066.387588;+68.805647;DR9;215.0654;+37.0509;15.498; 0.925;-154.2;4547;-1.31; 1.25;17.26;-1.77; 28.36; 28.33; 1.00;Sloan;SDSS J142015.69+370303.0
066.900202;+68.559547;DR9;215.2660;+37.3150;15.794; 0.620;-171.8;5088;-2.38; 2.26;16.43;-0.63; 19.31; 19.81; 1.00;Sloan;SDSS J142103.82+371853.9
065.961232;+68.301068;DR9;215.7257;+37.0872;16.696; 0.639;  92.5;5002;-1.30; 2.16;16.42; 0.28; 19.20; 19.66; 0.85;Sloan;SDSS J142254.17+370513.6
065.252811;+68.561268;DR9;215.5345;+36.7523;16.502; 1.052;-243.5;4108;-1.20; 1.06;18.59;-2.09; 52.17; 51.56; 1.00;Sloan;SDSS J142208.27+364508.0
065.573517;+67.913280;DR9;216.2445;+37.0867;17.628; 0.604;-262.2;5027;-1.62; 2.13;17.24; 0.39; 27.99; 27.89; 0.92;Sloan;SDSS J142458.67+370511.9
062.382836;+67.698460;DR9;216.9704;+36.0104;16.209; 0.591;-191.2;5122;-1.60; 2.20;15.67; 0.54; 13.60; 14.51; 0.79;Sloan;SDSS J142752.89+360037.3
061.595936;+67.527120;DR9;217.2767;+35.7704;15.172; 0.629; -38.7;5016;-1.22; 2.32;14.73; 0.45;  8.82; 10.77; 0.69;Sloan;SDSS J142906.38+354613.2
085.100084;+64.755294;DR9;214.7386;+45.4160;15.715; 0.533; -94.1;5200;-2.03; 2.47;14.92; 0.80;  9.64; 12.30; 0.58;Sloan;SDSS J141857.25+452457.1
085.826009;+64.330840;DR9;214.9269;+45.9261;15.752; 0.602;-121.7;4974;-1.63; 1.74;15.36; 0.39; 11.80; 14.05; 0.88;Sloan;SDSS J141942.43+455533.6
085.690162;+64.528944;DR9;214.7609;+45.7549;16.707; 0.628;-101.6;5004;-1.46; 2.28;16.43; 0.27; 19.35; 20.70; 0.90;Sloan;SDSS J141902.61+454517.4
085.829719;+65.206697;DR9;213.9632;+45.3664;17.913; 0.548;  18.0;5262;-2.16; 2.97;17.42; 0.49; 30.49; 31.29; 0.77;Sloan;SDSS J141551.14+452158.8
085.832572;+64.798447;DR9;214.4082;+45.6298;15.961; 0.818;-227.0;4638;-1.68; 1.53;17.60;-1.64; 33.13; 33.84; 1.00;Sloan;SDSS J141737.94+453747.0
086.718056;+64.965940;DR9;213.8764;+45.8072;16.228; 1.198;  22.7;4046;-1.22; 0.66;18.72;-2.49; 55.43; 55.81; 1.00;Sloan;SDSS J141530.31+454825.4
